city,state,zip,latitude,longitude,id,opendate,openyear
Los Angeles,CA,91606,34.181335,-118.39413,189932,5/21/2021,2021
Sacramento,CA,95816,38.581387,-121.45314,189955,5/21/2021,2021
Los Angeles,CA,91606,34.18187,-118.39562,189933,5/21/2021,2021
Auburn,CA,95603,38.940994,-121.1073,189964,5/21/2021,2021
San Jose,CA,95113,37.334686,-121.89301,189922,5/21/2021,2021
Sacramento,CA,95816,38.580746,-121.45441,189956,5/21/2021,2021
Oakland,CA,94607,37.812733,-122.30077,189992,5/22/2021,2021
Culver City,CA,90232,34.024662,-118.39259,189995,5/22/2021,2021
Middletown,CA,95461,38.7453,-122.62228,189980,5/22/2021,2021
Irvine,CA,92612,33.672256,-117.84985,189977,5/22/2021,2021
Culver City,CA,90232,34.024635,-118.39256,189996,5/22/2021,2021
Culver City,CA,90232,34.024578,-118.3927,189993,5/22/2021,2021
Culver City,CA,90232,34.024662,-118.39257,189991,5/22/2021,2021
Culver City,CA,90232,34.024662,-118.39252,189998,5/22/2021,2021
Culver City,CA,90232,34.024673,-118.39256,189994,5/22/2021,2021
Culver City,CA,90232,34.024673,-118.39255,189999,5/22/2021,2021
Culver City,CA,90232,34.024647,-118.39256,189997,5/22/2021,2021
Culver City,CA,90232,34.024654,-118.39254,189990,5/22/2021,2021
Palmdale,CA,93551,34.606846,-118.14501,190520,5/23/2021,2021
Fremont,CA,94538,37.500038,-121.97057,190522,5/23/2021,2021
Culver City,CA,90232,34.024616,-118.39257,190021,5/23/2021,2021
San Luis Obispo,CA,93405,35.253708,-120.68426,190469,5/23/2021,2021
San Francisco,CA,94118,37.781994,-122.44702,190475,5/23/2021,2021
Placerville,CA,95667,38.709896,-120.84213,190468,5/23/2021,2021
Culver City,CA,90232,34.024635,-118.39249,190023,5/23/2021,2021
Glendora,CA,91740,34.117249,-117.83289,190518,5/23/2021,2021
Inglewood,CA,90301,33.960979,-118.34905,190519,5/23/2021,2021
Riverside,CA,92508,33.889095,-117.32655,190517,5/23/2021,2021
Fort Bragg,CA,95437,39.421055,-123.8073,190478,5/23/2021,2021
Yreka,CA,96097,41.701508,-122.64511,190504,5/23/2021,2021
Alturas,CA,96101,41.495422,-120.55978,190479,5/23/2021,2021
Culver City,CA,90232,34.024662,-118.39254,190022,5/23/2021,2021
Culver City,CA,90232,34.024323,-118.3922,190024,5/23/2021,2021
San Fernando,CA,91340,34.28149,-118.44167,190467,5/23/2021,2021
Santa Ana,CA,92705,33.706306,-117.85609,190048,5/25/2021,2021
Auburn,CA,95603,38.940983,-121.10733,190060,5/25/2021,2021
Irvine,CA,92612,33.672199,-117.84991,190044,5/25/2021,2021
Irvine,CA,92612,33.67231,-117.84981,190045,5/25/2021,2021
Santa Ana,CA,92705,33.70636,-117.85609,190047,5/25/2021,2021
Mission Viejo,CA,92691,33.605701,-117.68887,190066,5/25/2021,2021
Los Banos,CA,93635,37.054768,-120.87647,190098,5/26/2021,2021
Los Angeles,CA,91606,34.180012,-118.39452,190165,5/27/2021,2021
Los Angeles,CA,91606,34.180279,-118.39473,190166,5/27/2021,2021
Chico,CA,95928,39.723843,-121.81383,190156,5/27/2021,2021
Chico,CA,95928,39.724167,-121.8154,190160,5/27/2021,2021
Mountain View,CA,94043,37.393211,-122.0518,190169,5/27/2021,2021
Mountain View,CA,94043,37.393173,-122.05177,190170,5/27/2021,2021
San Diego,CA,92115,32.741451,-117.05656,190312,5/28/2021,2021
Campbell,CA,95008,37.266739,-121.95672,190287,5/28/2021,2021
Fresno,CA,93720,36.858662,-119.78756,190362,5/29/2021,2021
Fresno,CA,93720,36.858624,-119.78777,190361,5/29/2021,2021
Los Angeles,CA,91606,34.179554,-118.39642,190356,5/29/2021,2021
Los Angeles,CA,91606,34.180168,-118.39457,190357,5/29/2021,2021
Whittier,CA,90602,33.970646,-118.04463,190354,5/29/2021,2021
Fresno,CA,93720,36.858673,-119.78749,190359,5/29/2021,2021
Fresno,CA,93720,36.858616,-119.7877,190358,5/29/2021,2021
Fresno,CA,93720,36.8587,-119.7876,190360,5/29/2021,2021
Sacramento,CA,95816,38.564621,-121.46848,190449,5/30/2021,2021
Sacramento,CA,95823,38.498211,-121.4342,190418,5/30/2021,2021
West Sacramento,CA,95605,38.588963,-121.55109,190409,5/30/2021,2021
Fresno,CA,93720,36.858574,-119.7877,190395,5/30/2021,2021
Sacramento,CA,95834,38.63995,-121.49921,190399,5/30/2021,2021
Sacramento,CA,95837,38.677895,-121.58925,190410,5/30/2021,2021
Fresno,CA,93720,36.858658,-119.78752,190398,5/30/2021,2021
Sacramento,CA,95825,38.600368,-121.40186,190403,5/30/2021,2021
Folsom,CA,95630,38.647514,-121.12172,190438,5/30/2021,2021
Folsom,CA,95630,38.644108,-121.13504,190437,5/30/2021,2021
Fresno,CA,93720,36.858662,-119.78775,190394,5/30/2021,2021
Roseville,CA,95661,38.74662,-121.25076,190439,5/30/2021,2021
Sacramento,CA,95817,38.54908,-121.42751,190404,5/30/2021,2021
Huntington Beach,CA,92646,33.670399,-117.95578,190424,5/30/2021,2021
Fresno,CA,93720,36.858658,-119.78766,190396,5/30/2021,2021
Sacramento,CA,95864,38.594818,-121.38807,190440,5/30/2021,2021
Elk Grove,CA,95758,38.411175,-121.39095,190414,5/30/2021,2021
Rocklin,CA,95677,38.804985,-121.20763,190400,5/30/2021,2021
North Highland,CA,95660,38.64967,-121.38488,190415,5/30/2021,2021
Fresno,CA,93720,36.858643,-119.78772,190397,5/30/2021,2021
Sacramento,CA,95818,38.562897,-121.49786,190401,5/30/2021,2021
Sacramento,CA,95823,38.438976,-121.41814,190405,5/30/2021,2021
Sacramento,CA,95834,38.641632,-121.53259,190448,5/30/2021,2021
Los Gatos,CA,95030,37.227932,-121.98186,190427,5/30/2021,2021
Los Angeles,CA,90067,34.057941,-118.41993,190433,5/30/2021,2021
Davis,CA,95616,38.545658,-121.74202,190432,5/30/2021,2021
Vacaville,CA,95688,38.388737,-121.938,190442,5/30/2021,2021
Sacramento,CA,95814,38.576145,-121.48573,190447,5/30/2021,2021
Roseville,CA,95678,38.727875,-121.28908,190441,5/30/2021,2021
Folsom,CA,95630,38.642979,-121.18864,190429,5/30/2021,2021
Lincoln,CA,95648,38.855267,-121.29604,190436,5/30/2021,2021
San Bruno,CA,94066,37.619019,-122.44062,190811,6/1/2021,2021
Burbank,CA,91502,34.1772,-118.31692,190630,6/2/2021,2021
Los Angeles,CA,91367,34.183441,-118.59264,190641,6/2/2021,2021
Los Angeles,CA,91367,34.183411,-118.59216,190638,6/2/2021,2021
Los Angeles,CA,90066,33.996166,-118.43697,190632,6/2/2021,2021
San Jose,CA,95112,37.37101,-121.89725,190661,6/2/2021,2021
Los Angeles,CA,91367,34.183586,-118.59216,190637,6/2/2021,2021
Sacramento,CA,95833,38.621296,-121.52126,190657,6/2/2021,2021
Los Angeles,CA,91367,34.183292,-118.59206,190640,6/2/2021,2021
Burbank,CA,91502,34.177246,-118.31686,190653,6/2/2021,2021
Rocklin,CA,95765,38.815937,-121.28812,190660,6/2/2021,2021
Los Angeles,CA,91367,34.183369,-118.59208,190643,6/2/2021,2021
Santa Monica,CA,90404,34.016228,-118.48698,190644,6/2/2021,2021
Los Angeles,CA,91367,34.183689,-118.59201,190635,6/2/2021,2021
Los Angeles,CA,91367,34.183678,-118.59212,190634,6/2/2021,2021
Los Angeles,CA,91367,34.183388,-118.59205,190639,6/2/2021,2021
Rocklin,CA,95765,38.815895,-121.28808,190659,6/2/2021,2021
Los Angeles,CA,91367,34.183727,-118.59206,190636,6/2/2021,2021
Sacramento,CA,95833,38.621681,-121.51838,190652,6/2/2021,2021
Malibu,CA,90265,34.03606,-118.68393,190671,6/2/2021,2021
Los Angeles,CA,91367,34.183292,-118.59204,190642,6/2/2021,2021
Palo Alto,CA,94304,37.442524,-122.17028,190699,6/3/2021,2021
Irvine,CA,92617,33.647568,-117.83676,190698,6/3/2021,2021
West Hollywood,CA,90046,34.090286,-118.36719,190731,6/4/2021,2021
West Hollywood,CA,90046,34.090282,-118.36727,190730,6/4/2021,2021
San Jose,CA,95120,37.22184,-121.86325,190734,6/4/2021,2021
Lost Hills,CA,93249,35.615414,-119.65834,190761,6/5/2021,2021
Venice,CA,90291,33.991241,-118.465,190769,6/6/2021,2021
Milpitas,CA,95035,37.414059,-121.90363,190770,6/6/2021,2021
Venice,CA,90291,33.991165,-118.46502,190772,6/6/2021,2021
Venice,CA,90291,33.991325,-118.46494,190768,6/6/2021,2021
Venice,CA,90291,33.991302,-118.46496,190767,6/6/2021,2021
Venice,CA,90291,33.991291,-118.46497,190766,6/6/2021,2021
Agoura Hills,CA,91301,34.137135,-118.72559,190784,6/8/2021,2021
Placentia,CA,92870,33.861778,-117.87619,190795,6/8/2021,2021
Agoura Hills,CA,91301,34.136616,-118.72587,190785,6/8/2021,2021
Los Angeles,CA,90067,34.058708,-118.41438,190822,6/9/2021,2021
Martinez,CA,94553,38.005337,-122.08383,190826,6/9/2021,2021
San Diego,CA,92122,32.870651,-117.22437,190908,6/10/2021,2021
Alameda,CA,94501,37.765053,-122.24362,190886,6/11/2021,2021
Los Angeles,CA,90028,34.097427,-118.31587,190889,6/11/2021,2021
Burbank,CA,91502,34.183258,-118.30659,190939,6/12/2021,2021
Burbank,CA,91502,34.183308,-118.30666,190938,6/12/2021,2021
Burbank,CA,91502,34.183178,-118.3067,190935,6/12/2021,2021
Burbank,CA,91502,34.183407,-118.30679,190933,6/12/2021,2021
Burbank,CA,91502,34.18301,-118.30677,190937,6/12/2021,2021
Burbank,CA,91502,34.183132,-118.30664,190941,6/12/2021,2021
Burbank,CA,91502,34.183212,-118.30653,190934,6/12/2021,2021
Burbank,CA,91502,34.183353,-118.30672,190936,6/12/2021,2021
Torrance,CA,90504,33.858753,-118.35208,190931,6/12/2021,2021
San Diego,CA,92103,32.756294,-117.16163,190945,6/12/2021,2021
Lake Forest,CA,92610,33.680176,-117.65361,190932,6/12/2021,2021
South San Francisco,CA,94080,37.663383,-122.39379,190950,6/13/2021,2021
San Diego,CA,92103,32.756367,-117.16185,190996,6/15/2021,2021
Beverly Hills,CA,90210,34.070854,-118.40227,191017,6/16/2021,2021
Beverly Hills,CA,90210,34.070835,-118.40215,191016,6/16/2021,2021
Walnut Creek,CA,94596,37.899055,-122.05895,191077,6/17/2021,2021
Walnut Creek,CA,94596,37.899281,-122.05885,191079,6/17/2021,2021
Walnut Creek,CA,94596,37.899364,-122.05873,191080,6/17/2021,2021
Walnut Creek,CA,94596,37.899284,-122.05893,191078,6/17/2021,2021
Oakland,CA,94607,37.802769,-122.27294,191125,6/18/2021,2021
Pleasanton,CA,94588,37.697495,-121.92431,191126,6/18/2021,2021
Walnut Creek,CA,94596,37.899288,-122.05907,191148,6/18/2021,2021
Highland,CA,92346,34.133713,-117.19481,191145,6/18/2021,2021
Sacramento,CA,95833,38.607578,-121.51131,191233,6/19/2021,2021
Sacramento,CA,95833,38.607578,-121.51128,191232,6/19/2021,2021
Los Angeles,CA,90031,34.076912,-118.22162,191224,6/19/2021,2021
Sacramento,CA,95833,38.609833,-121.508,191229,6/19/2021,2021
Sacramento,CA,95833,38.609833,-121.50796,191228,6/19/2021,2021
San Jose,CA,95134,37.423313,-121.97012,191520,6/21/2021,2021
Fresno,CA,93721,36.736782,-119.77979,191281,6/22/2021,2021
San Bernardino,CA,92410,34.103996,-117.30942,191301,6/22/2021,2021
San Mateo,CA,94401,37.564785,-122.3225,191267,6/22/2021,2021
Gilroy,CA,95020,37.007046,-121.55264,191286,6/22/2021,2021
Bakersfield,CA,93301,35.391033,-119.00669,191289,6/22/2021,2021
San Bernardino,CA,92410,34.103989,-117.30948,191269,6/22/2021,2021
Auburn,CA,95603,38.902233,-121.07333,191302,6/22/2021,2021
Fairfield,CA,94533,38.247555,-122.06802,191283,6/22/2021,2021
Moreno Valley,CA,92553,33.914421,-117.26219,191298,6/22/2021,2021
Bakersfield,CA,93301,35.391041,-119.00668,191288,6/22/2021,2021
Carmel,CA,93923,36.532455,-121.8511,191345,6/23/2021,2021
Vallejo,CA,94590,38.069878,-122.23013,191363,6/23/2021,2021
Paso Robles,CA,93446,35.644428,-120.68909,191347,6/23/2021,2021
Vallejo,CA,94590,38.069466,-122.23006,191372,6/23/2021,2021
Stanford,CA,94305,37.42926,-122.18448,191360,6/23/2021,2021
Vallejo,CA,94590,38.069775,-122.2302,191374,6/23/2021,2021
Cloverdale,CA,95425,38.804398,-123.01804,191354,6/23/2021,2021
Paramount,CA,90723,33.896809,-118.16056,191359,6/23/2021,2021
Vallejo,CA,94590,38.070015,-122.23003,191362,6/23/2021,2021
Vallejo,CA,94590,38.069653,-122.23026,191370,6/23/2021,2021
Cloverdale,CA,95425,38.804386,-123.01802,191355,6/23/2021,2021
Goleta,CA,93117,34.434685,-119.83656,191358,6/23/2021,2021
Arroyo Grande,CA,93420,35.126854,-120.59589,191517,6/23/2021,2021
Vallejo,CA,94590,38.06945,-122.23,191368,6/23/2021,2021
Vallejo,CA,94590,38.069473,-122.23009,191373,6/23/2021,2021
Vallejo,CA,94590,38.070076,-122.23,191365,6/23/2021,2021
Vallejo,CA,94590,38.069824,-122.23016,191367,6/23/2021,2021
Marina del Rey,CA,90292,33.983421,-118.4328,191349,6/23/2021,2021
Vallejo,CA,94590,38.069725,-122.23022,191369,6/23/2021,2021
Bakersfield,CA,93301,35.378456,-119.01819,191346,6/23/2021,2021
Santa Monica,CA,90401,34.016525,-118.49213,191348,6/23/2021,2021
Vallejo,CA,94590,38.069965,-122.23007,191366,6/23/2021,2021
Guerneville,CA,95446,38.501354,-122.99825,191356,6/23/2021,2021
Vallejo,CA,94590,38.06992,-122.2301,191364,6/23/2021,2021
Vallejo,CA,94590,38.070091,-122.22986,191361,6/23/2021,2021
Vallejo,CA,94590,38.069481,-122.23013,191375,6/23/2021,2021
Goleta,CA,93117,34.434563,-119.83726,191357,6/23/2021,2021
Vallejo,CA,94590,38.069675,-122.23026,191371,6/23/2021,2021
Culver City,CA,90232,34.024635,-118.39252,191433,6/24/2021,2021
Culver City,CA,90232,34.024075,-118.39281,191434,6/24/2021,2021
San Jose,CA,95123,37.250854,-121.86073,191519,6/24/2021,2021
Rialto,CA,92377,34.137066,-117.36951,191429,6/24/2021,2021
Los Angeles,CA,90066,33.991928,-118.44193,191432,6/24/2021,2021
Roseville,CA,95678,38.807285,-121.3054,191443,6/24/2021,2021
Redwood City,CA,94063,37.488876,-122.22977,191475,6/25/2021,2021
Irvine,CA,92618,33.678329,-117.76057,191481,6/25/2021,2021
Pomona,CA,91767,34.073196,-117.75189,191502,6/25/2021,2021
Irvine,CA,92618,33.67823,-117.76061,191480,6/25/2021,2021
Culver City,CA,90232,34.024681,-118.39259,191478,6/25/2021,2021
Culver City,CA,90232,34.024654,-118.39256,191479,6/25/2021,2021
Irvine,CA,92618,33.678299,-117.76051,191482,6/25/2021,2021
Santa Monica,CA,90404,34.016087,-118.48685,191554,6/27/2021,2021
Bakersfield,CA,93313,35.094696,-119.04211,191699,6/28/2021,2021
Brea,CA,92821,33.914532,-117.88365,191697,6/28/2021,2021
Roseville,CA,95678,38.771645,-121.27043,191562,6/28/2021,2021
Eastvale,CA,91752,33.975822,-117.5571,191698,6/28/2021,2021
Solvang,CA,93463,34.598186,-120.13038,191560,6/28/2021,2021
Richmond,CA,94806,37.983517,-122.31927,191559,6/28/2021,2021
San Jose,CA,95123,37.250637,-121.85813,191589,6/29/2021,2021
Cloverdale,CA,95425,38.784668,-123.01331,191567,6/29/2021,2021
San Jose,CA,95123,37.250679,-121.85811,191577,6/29/2021,2021
Culver City,CA,90232,34.023869,-118.39247,191601,6/30/2021,2021
Fullerton,CA,92833,33.882881,-117.95349,191611,6/30/2021,2021
Culver City,CA,90232,34.023823,-118.39254,191603,6/30/2021,2021
Irvine,CA,92612,33.67244,-117.84966,191604,6/30/2021,2021
Santa Monica,CA,90404,34.032036,-118.46638,191608,6/30/2021,2021
Culver City,CA,90232,34.023926,-118.39238,191602,6/30/2021,2021
Tracy,CA,95377,37.705509,-121.4289,191610,6/30/2021,2021
Fullerton,CA,92833,33.882824,-117.95354,191612,6/30/2021,2021
Irvine,CA,92612,33.672367,-117.84973,191600,6/30/2021,2021
Porterville,CA,93257,36.067661,-119.01734,191265,6/30/2021,2021
Martinez,CA,94553,37.990463,-122.08862,191649,7/1/2021,2021
San Rafael,CA,94901,37.96302,-122.5126,191647,7/1/2021,2021
Menlo Park,CA,94025,37.481575,-122.17496,191648,7/1/2021,2021
Culver City,CA,90232,34.024681,-118.39262,191719,7/2/2021,2021
Fremont,CA,94538,37.473751,-121.93589,191741,7/3/2021,2021
City of Industry,CA,91748,33.994469,-117.89983,194065,7/3/2021,2021
San Diego,CA,92101,32.718288,-117.16122,191774,7/3/2021,2021
Los Angeles,CA,90007,34.021538,-118.29169,191772,7/3/2021,2021
Lakewood,CA,90712,33.85133,-118.13966,192352,7/4/2021,2021
Huntington Beach,CA,92646,33.699463,-117.9862,191822,7/4/2021,2021
Torrance,CA,90503,33.833931,-118.34873,192368,7/4/2021,2021
Vallejo,CA,94591,38.13271,-122.21858,192109,7/4/2021,2021
Pleasanton,CA,94588,37.697102,-121.87689,192043,7/4/2021,2021
Hollister,CA,95023,36.852783,-121.39725,192492,7/4/2021,2021
San Carlos,CA,94070,37.503601,-122.26185,192221,7/4/2021,2021
Simi Valley,CA,93065,34.279335,-118.74117,192199,7/4/2021,2021
Redlands,CA,92373,34.064289,-117.22311,192201,7/4/2021,2021
Aliso Viejo,CA,92656,33.593143,-117.72847,192013,7/4/2021,2021
Los Angeles,CA,90025,34.049873,-118.43721,191886,7/4/2021,2021
Orange,CA,92868,33.7803,-117.89181,192081,7/4/2021,2021
San Jose,CA,95134,37.394653,-121.93781,192528,7/4/2021,2021
Millbrae,CA,94030,37.602234,-122.39294,192055,7/4/2021,2021
El Dorado Hills,CA,95762,38.655392,-121.07021,192185,7/4/2021,2021
Pleasanton,CA,94588,37.696438,-121.85026,192280,7/4/2021,2021
Tahoe City,CA,96145,39.167751,-120.1459,192222,7/4/2021,2021
Pacifica,CA,94044,37.593529,-122.50331,192077,7/4/2021,2021
Tracy,CA,95304,37.759987,-121.45716,192153,7/4/2021,2021
Belmont,CA,94002,37.510841,-122.29364,192229,7/4/2021,2021
Westminster,CA,92683,33.723389,-117.98875,192147,7/4/2021,2021
Cupertino,CA,95014,37.336231,-122.01617,191893,7/4/2021,2021
Fremont,CA,94538,37.554615,-121.98426,192045,7/4/2021,2021
Calabasas,CA,91302,34.155941,-118.63951,192464,7/4/2021,2021
Irvine,CA,92612,33.674236,-117.85043,192239,7/4/2021,2021
Los Angeles,CA,90036,34.061749,-118.36135,191782,7/4/2021,2021
Baldwin Park,CA,91706,34.070881,-117.96378,192243,7/4/2021,2021
La Habra,CA,90631,33.915241,-117.96698,192245,7/4/2021,2021
Carlsbad,CA,92008,33.124966,-117.3195,192038,7/4/2021,2021
San Diego,CA,92117,32.834694,-117.18803,192048,7/4/2021,2021
Hacienda Heights,CA,91745,33.980282,-117.97381,192450,7/4/2021,2021
Los Angeles,CA,90024,34.061821,-118.44615,192560,7/4/2021,2021
Calabasas,CA,91302,34.146927,-118.61272,192261,7/4/2021,2021
Huntington Beach,CA,92648,33.678864,-117.98895,192074,7/4/2021,2021
Salinas,CA,93901,36.655846,-121.66138,192339,7/4/2021,2021
Santa Barbara,CA,93101,34.425571,-119.70303,192342,7/4/2021,2021
Santa Rosa,CA,95401,38.458229,-122.73225,192070,7/4/2021,2021
San Ysidro,CA,92173,32.544659,-117.04333,192034,7/4/2021,2021
San Rafael,CA,94903,38.004555,-122.55567,192343,7/4/2021,2021
City of Industry,CA,91745,33.999428,-117.93259,192291,7/4/2021,2021
Los Angeles,CA,90012,34.051235,-118.24052,192561,7/4/2021,2021
Agoura Hills,CA,91301,34.126842,-118.7076,191998,7/4/2021,2021
Moreno Valley,CA,92553,33.914989,-117.26241,191796,7/4/2021,2021
Loomis,CA,95650,38.817726,-121.18875,192278,7/4/2021,2021
Dublin,CA,94568,37.70536,-121.88962,192144,7/4/2021,2021
Oakland,CA,94612,37.813332,-122.26058,192155,7/4/2021,2021
Willows,CA,95988,39.523224,-122.21181,192475,7/4/2021,2021
Pollock Pines,CA,95726,38.762241,-120.57802,192287,7/4/2021,2021
Rolling Hills Estates,CA,90274,33.771759,-118.3741,191902,7/4/2021,2021
San Diego,CA,92111,32.816589,-117.15522,192076,7/4/2021,2021
Redwood City,CA,94063,37.478279,-122.18896,191885,7/4/2021,2021
Milpitas,CA,95035,37.417065,-121.8965,192071,7/4/2021,2021
Los Angeles,CA,90027,34.102016,-118.30854,191943,7/4/2021,2021
Santa Fe Springs,CA,90670,33.937729,-118.04695,192295,7/4/2021,2021
San Jose,CA,95126,37.332218,-121.90465,192093,7/4/2021,2021
Dutch Flat,CA,95714,39.187141,-120.83253,192495,7/4/2021,2021
Torrance,CA,90504,33.865452,-118.3268,192318,7/4/2021,2021
Auburn,CA,95603,38.905643,-121.07368,192224,7/4/2021,2021
Anaheim,CA,92801,33.838356,-117.93761,192172,7/4/2021,2021
San Diego,CA,92115,32.741776,-117.05246,192285,7/4/2021,2021
Woodland,CA,95776,38.662338,-121.76354,191791,7/4/2021,2021
Los Angeles,CA,90028,34.102245,-118.34017,191784,7/4/2021,2021
Culver City,CA,90232,34.014339,-118.40371,192466,7/4/2021,2021
Napa,CA,94558,38.296944,-122.30257,192095,7/4/2021,2021
Antioch,CA,94531,37.96283,-121.76321,192501,7/4/2021,2021
Woodland Hills,CA,91367,34.174294,-118.59708,192069,7/4/2021,2021
Norwalk,CA,90650,33.901665,-118.10112,192171,7/4/2021,2021
Corona,CA,92881,33.845856,-117.54031,191789,7/4/2021,2021
Beverly Hills,CA,90210,34.06778,-118.40092,192353,7/4/2021,2021
Soda Springs,CA,95728,39.313572,-120.44494,192511,7/4/2021,2021
Playa Vista,CA,90094,33.975525,-118.41866,192262,7/4/2021,2021
Williams,CA,95987,39.155571,-122.15023,192553,7/4/2021,2021
South San Francisco,CA,94080,37.656204,-122.41125,192054,7/4/2021,2021
San Diego,CA,92108,32.765072,-117.1506,192037,7/4/2021,2021
Lake Elsinore,CA,92530,33.700485,-117.3522,192383,7/4/2021,2021
Salida,CA,95368,37.710033,-121.07846,192384,7/4/2021,2021
Chico,CA,95928,39.715767,-121.79637,191865,7/4/2021,2021
Clovis,CA,93612,36.839424,-119.72533,192391,7/4/2021,2021
Downey,CA,90241,33.94529,-118.11843,192465,7/4/2021,2021
San Francisco,CA,94109,37.789925,-122.42381,192159,7/4/2021,2021
Walnut Creek,CA,94598,37.926067,-122.01572,192402,7/4/2021,2021
Santa Barbara,CA,93105,34.438103,-119.74743,192404,7/4/2021,2021
Dixon,CA,95620,38.471043,-121.82043,192282,7/4/2021,2021
San Diego,CA,92101,32.730103,-117.17246,192429,7/4/2021,2021
Corona,CA,92882,33.879639,-117.61411,192446,7/4/2021,2021
San Francisco,CA,94109,37.785046,-122.41981,192174,7/4/2021,2021
Victorville,CA,92392,34.472904,-117.35014,192103,7/4/2021,2021
La Mirada,CA,90638,33.884178,-118.02534,191826,7/4/2021,2021
Clovis,CA,93612,36.839443,-119.72528,192166,7/4/2021,2021
San Diego,CA,92113,32.691063,-117.10396,192457,7/4/2021,2021
San Francisco,CA,94103,37.778698,-122.41261,192168,7/4/2021,2021
Windsor,CA,95492,38.528057,-122.78976,192283,7/4/2021,2021
Burlingame,CA,94010,37.586597,-122.36351,192461,7/4/2021,2021
Colfax,CA,95713,39.100636,-120.95298,191792,7/4/2021,2021
San Mateo,CA,94403,37.533146,-122.32741,192198,7/4/2021,2021
Newark,CA,94560,37.51873,-121.99211,192246,7/4/2021,2021
Long Beach,CA,90807,33.81739,-118.1843,192099,7/4/2021,2021
San Jose,CA,95122,37.330593,-121.85943,191805,7/4/2021,2021
Santa Ana,CA,92704,33.706841,-117.92002,191938,7/4/2021,2021
San Jose,CA,95136,37.275616,-121.85437,192530,7/4/2021,2021
San Diego,CA,92113,32.699455,-117.10189,192041,7/4/2021,2021
San Clemente,CA,92673,33.458981,-117.65207,192375,7/4/2021,2021
San Diego,CA,92108,32.78038,-117.12867,192148,7/4/2021,2021
Galt,CA,95632,38.29023,-121.30717,192340,7/4/2021,2021
San Francisco,CA,94111,37.79781,-122.40162,192484,7/4/2021,2021
Palm Desert,CA,92260,33.730862,-116.38221,192251,7/4/2021,2021
Tustin,CA,92780,33.745457,-117.81699,192060,7/4/2021,2021
Placerville,CA,95667,38.726707,-120.83511,191825,7/4/2021,2021
Yorba Linda,CA,92886,33.89011,-117.81262,191976,7/4/2021,2021
Fontana,CA,92335,34.105896,-117.42883,192514,7/4/2021,2021
Huntington Beach,CA,92648,33.654831,-117.98794,192173,7/4/2021,2021
Santa Rosa,CA,95401,38.438984,-122.71757,192092,7/4/2021,2021
Los Angeles,CA,90095,34.058891,-118.44812,192497,7/4/2021,2021
Irvine,CA,92618,33.656059,-117.7477,192211,7/4/2021,2021
Rowland Heights,CA,91748,33.990349,-117.92625,191873,7/4/2021,2021
Ontario,CA,91764,34.067356,-117.60692,192024,7/4/2021,2021
Ontario,CA,91762,34.082279,-117.67168,192234,7/4/2021,2021
Fairfield,CA,94533,38.278381,-122.0363,191809,7/4/2021,2021
Rancho Mirage,CA,92270,33.738209,-116.40741,191884,7/4/2021,2021
Compton,CA,90220,33.887981,-118.25003,192460,7/4/2021,2021
San Francisco,CA,94112,37.723957,-122.45441,192160,7/4/2021,2021
San Ramon,CA,94583,37.772644,-121.9744,192219,7/4/2021,2021
Glendale,CA,91210,34.144821,-118.2565,191827,7/4/2021,2021
Culver City,CA,90232,34.024883,-118.39245,192388,7/4/2021,2021
Seaside,CA,93955,36.619785,-121.84448,192515,7/4/2021,2021
Visalia,CA,93291,36.329445,-119.28944,191777,7/4/2021,2021
Livermore,CA,94551,37.698952,-121.84432,192068,7/4/2021,2021
Orland,CA,95963,39.75008,-122.20265,192332,7/4/2021,2021
Escondido,CA,92026,33.143093,-117.09499,192047,7/4/2021,2021
Rosemead,CA,91770,34.080341,-118.07235,192105,7/4/2021,2021
Westminster,CA,92683,33.768108,-117.9925,192526,7/4/2021,2021
Carlsbad,CA,92011,33.121559,-117.31873,192082,7/4/2021,2021
San Jose,CA,95134,37.412903,-121.93832,192279,7/4/2021,2021
Newport Beach,CA,92660,33.608025,-117.87255,192529,7/4/2021,2021
Culver City,CA,90230,34.012821,-118.40302,192467,7/4/2021,2021
San Leandro,CA,94578,37.703136,-122.12926,192493,7/4/2021,2021
Torrance,CA,90501,33.856571,-118.30134,192533,7/4/2021,2021
Watsonville,CA,95076,36.918961,-121.78094,192163,7/4/2021,2021
Downey,CA,90241,33.935345,-118.1209,192059,7/4/2021,2021
Valley Village,CA,91607,34.155582,-118.39595,192021,7/4/2021,2021
Newport Coast,CA,92657,33.608845,-117.82672,192542,7/4/2021,2021
Fresno,CA,93706,36.73103,-119.80139,192463,7/4/2021,2021
Santa Clara,CA,95054,37.400879,-121.971,192362,7/4/2021,2021
Rancho Cucamonga,CA,91739,34.112865,-117.53342,192555,7/4/2021,2021
Baker,CA,92309,35.266479,-116.07276,192556,7/4/2021,2021
Long Beach,CA,90802,33.766552,-118.18394,191880,7/4/2021,2021
Roseville,CA,95678,38.767021,-121.26708,192220,7/4/2021,2021
Livermore,CA,94551,37.698952,-121.84432,192275,7/4/2021,2021
Menifee,CA,92584,33.684353,-117.1771,191934,7/4/2021,2021
Venice,CA,90291,33.999397,-118.4606,192073,7/4/2021,2021
Cabazon,CA,92230,33.926823,-116.81129,192049,7/4/2021,2021
Hemet,CA,92545,33.726524,-117.00855,192499,7/4/2021,2021
